transaction_id,settlement_id,amount,settled_amount,currency,date,settlement_date,status,ground_truth_label
BANK-0579,SET-0579,4186.00,4108.23,INR,2026-08-21,2026-08-23,SETTLED,unknown_other
BANK-0580,SET-0580,4323.00,4193.31,INR,2026-08-22,2026-08-24,SETTLED,gateway_fee
BANK-0581,SET-0581,4460.00,3345.00,INR,2026-08-23,2026-08-25,SETTLED,refund
BANK-0583,SET-0583,4734.00,4591.98,INR,2026-08-25,2026-08-27,SETTLED,ambiguous
BANK-0584,SET-0584,4871.00,4793.23,INR,2026-08-26,2026-08-28,SETTLED,unknown_other
BANK-0585,SET-0585,5008.00,4857.76,INR,2026-08-27,2026-08-29,SETTLED,gateway_fee
BANK-0586,SET-0586,5145.00,3858.75,INR,2026-08-28,2026-08-30,SETTLED,refund
BANK-0588,SET-0588,5419.00,5256.43,INR,2026-08-30,2026-09-01,SETTLED,ambiguous
BANK-0589,SET-0589,5556.00,5478.23,INR,2026-08-31,2026-09-02,SETTLED,unknown_other
BANK-0590,SET-0590,5693.00,5522.21,INR,2026-08-01,2026-08-03,SETTLED,gateway_fee
BANK-0591,SET-0591,5830.00,4372.50,INR,2026-08-02,2026-08-04,SETTLED,refund
BANK-0593,SET-0593,6104.00,5920.88,INR,2026-08-04,2026-08-06,SETTLED,ambiguous
BANK-0594,SET-0594,6241.00,6163.23,INR,2026-08-05,2026-08-07,SETTLED,unknown_other
BANK-0595,SET-0595,6378.00,6186.66,INR,2026-08-06,2026-08-08,SETTLED,gateway_fee
BANK-0596,SET-0596,6515.00,4886.25,INR,2026-08-07,2026-08-09,SETTLED,refund
BANK-0598,SET-0598,6789.00,6585.33,INR,2026-08-09,2026-08-11,SETTLED,ambiguous
BANK-0599,SET-0599,6926.00,6848.23,INR,2026-08-10,2026-08-12,SETTLED,unknown_other
BANK-0600,SET-0600,7063.00,6851.11,INR,2026-08-11,2026-08-13,SETTLED,gateway_fee
