transaction_id,invoice_id,amount,currency,date,status,fee,fee_rate,settlement_id,refund_amount,ground_truth_label
PAY-0495,INV-0495,11678.00,INR,2026-08-30,CAPTURED,0.00,0.00,SET-0495,0.00,clean
PAY-0496,INV-0496,11815.00,INR,2026-08-31,CAPTURED,0.00,0.00,SET-0496,0.00,clean
PAY-0497,INV-0497,11952.00,INR,2026-08-01,CAPTURED,0.00,0.00,SET-0497,0.00,clean
PAY-0498,INV-0498,12089.00,INR,2026-08-02,CAPTURED,0.00,0.00,SET-0498,0.00,clean
PAY-0499,INV-0499,12226.00,INR,2026-08-03,CAPTURED,0.00,0.00,SET-0499,0.00,clean
PAY-0500,INV-0500,12363.00,INR,2026-08-04,CAPTURED,0.00,0.00,SET-0500,0.00,clean
PAY-0501,INV-0501,12500.00,INR,2026-08-05,CAPTURED,0.00,0.00,SET-0501,0.00,clean
PAY-0502,INV-0502,12637.00,INR,2026-08-06,CAPTURED,0.00,0.00,SET-0502,0.00,clean
PAY-0503,INV-0503,12774.00,INR,2026-08-07,CAPTURED,0.00,0.00,SET-0503,0.00,clean
PAY-0504,INV-0504,12911.00,INR,2026-08-08,CAPTURED,0.00,0.00,SET-0504,0.00,clean
PAY-0505,INV-0505,13048.00,INR,2026-08-09,CAPTURED,391.44,0.03,SET-0505,0.00,gateway_fee
PAY-0506,INV-0506,13185.00,INR,2026-08-10,CAPTURED,0.00,0.03,SET-0506,3296.25,refund
PAY-0507,INV-0507,13322.00,INR,2026-08-11,CAPTURED,399.66,0.03,SET-0507,0.00,timing_difference
PAY-0508,INV-0508,13459.00,INR,2026-08-12,CAPTURED,403.77,0.03,SET-0508,403.77,ambiguous
PAY-0509,INV-0509,13596.00,INR,2026-08-13,CAPTURED,0.00,0.03,SET-0509,0.00,unknown_other
PAY-0510,INV-0510,13733.00,INR,2026-08-14,CAPTURED,411.99,0.03,SET-0510,0.00,gateway_fee
PAY-0511,INV-0511,13870.00,INR,2026-08-15,CAPTURED,0.00,0.03,SET-0511,3467.50,refund
PAY-0512,INV-0512,14007.00,INR,2026-08-16,CAPTURED,420.21,0.03,SET-0512,0.00,timing_difference
PAY-0513,INV-0513,14144.00,INR,2026-08-17,CAPTURED,424.32,0.03,SET-0513,424.32,ambiguous
PAY-0514,INV-0514,14281.00,INR,2026-08-18,CAPTURED,0.00,0.03,SET-0514,0.00,unknown_other
PAY-0515,INV-0515,14418.00,INR,2026-08-19,CAPTURED,432.54,0.03,SET-0515,0.00,gateway_fee
PAY-0516,INV-0516,14555.00,INR,2026-08-20,CAPTURED,0.00,0.03,SET-0516,3638.75,refund
PAY-0517,INV-0517,14692.00,INR,2026-08-21,CAPTURED,440.76,0.03,SET-0517,0.00,timing_difference
PAY-0518,INV-0518,14829.00,INR,2026-08-22,CAPTURED,444.87,0.03,SET-0518,444.87,ambiguous
PAY-0519,INV-0519,14966.00,INR,2026-08-23,CAPTURED,0.00,0.03,SET-0519,0.00,unknown_other
PAY-0520,INV-0520,15103.00,INR,2026-08-24,CAPTURED,453.09,0.03,SET-0520,0.00,gateway_fee
PAY-0521,INV-0521,15240.00,INR,2026-08-25,CAPTURED,0.00,0.03,SET-0521,3810.00,refund
PAY-0522,INV-0522,15377.00,INR,2026-08-26,CAPTURED,461.31,0.03,SET-0522,0.00,timing_difference
PAY-0523,INV-0523,15514.00,INR,2026-08-27,CAPTURED,465.42,0.03,SET-0523,465.42,ambiguous
PAY-0524,INV-0524,15651.00,INR,2026-08-28,CAPTURED,0.00,0.03,SET-0524,0.00,unknown_other
PAY-0525,INV-0525,15788.00,INR,2026-08-29,CAPTURED,473.64,0.03,SET-0525,0.00,gateway_fee
PAY-0526,INV-0526,15925.00,INR,2026-08-30,CAPTURED,0.00,0.03,SET-0526,3981.25,refund
PAY-0527,INV-0527,16062.00,INR,2026-08-31,CAPTURED,481.86,0.03,SET-0527,0.00,timing_difference
PAY-0528,INV-0528,16199.00,INR,2026-08-01,CAPTURED,485.97,0.03,SET-0528,485.97,ambiguous
PAY-0529,INV-0529,16336.00,INR,2026-08-02,CAPTURED,0.00,0.03,SET-0529,0.00,unknown_other
PAY-0530,INV-0530,16473.00,INR,2026-08-03,CAPTURED,494.19,0.03,SET-0530,0.00,gateway_fee
PAY-0531,INV-0531,16610.00,INR,2026-08-04,CAPTURED,0.00,0.03,SET-0531,4152.50,refund
PAY-0532,INV-0532,16747.00,INR,2026-08-05,CAPTURED,502.41,0.03,SET-0532,0.00,timing_difference
PAY-0533,INV-0533,16884.00,INR,2026-08-06,CAPTURED,506.52,0.03,SET-0533,506.52,ambiguous
PAY-0534,INV-0534,17021.00,INR,2026-08-07,CAPTURED,0.00,0.03,SET-0534,0.00,unknown_other
PAY-0535,INV-0535,17158.00,INR,2026-08-08,CAPTURED,514.74,0.03,SET-0535,0.00,gateway_fee
PAY-0536,INV-0536,17295.00,INR,2026-08-09,CAPTURED,0.00,0.03,SET-0536,4323.75,refund
PAY-0537,INV-0537,17432.00,INR,2026-08-10,CAPTURED,522.96,0.03,SET-0537,0.00,timing_difference
PAY-0538,INV-0538,17569.00,INR,2026-08-11,CAPTURED,527.07,0.03,SET-0538,527.07,ambiguous
PAY-0539,INV-0539,17706.00,INR,2026-08-12,CAPTURED,0.00,0.03,SET-0539,0.00,unknown_other
PAY-0540,INV-0540,17843.00,INR,2026-08-13,CAPTURED,535.29,0.03,SET-0540,0.00,gateway_fee
PAY-0541,INV-0541,17980.00,INR,2026-08-14,CAPTURED,0.00,0.03,SET-0541,4495.00,refund
PAY-0542,INV-0542,18117.00,INR,2026-08-15,CAPTURED,543.51,0.03,SET-0542,0.00,timing_difference
PAY-0543,INV-0543,18254.00,INR,2026-08-16,CAPTURED,547.62,0.03,SET-0543,547.62,ambiguous
PAY-0544,INV-0544,18391.00,INR,2026-08-17,CAPTURED,0.00,0.03,SET-0544,0.00,unknown_other
PAY-0545,INV-0545,18528.00,INR,2026-08-18,CAPTURED,555.84,0.03,SET-0545,0.00,gateway_fee
PAY-0546,INV-0546,18665.00,INR,2026-08-19,CAPTURED,0.00,0.03,SET-0546,4666.25,refund
PAY-0547,INV-0547,18802.00,INR,2026-08-20,CAPTURED,564.06,0.03,SET-0547,0.00,timing_difference
PAY-0548,INV-0548,18939.00,INR,2026-08-21,CAPTURED,568.17,0.03,SET-0548,568.17,ambiguous
PAY-0549,INV-0549,19076.00,INR,2026-08-22,CAPTURED,0.00,0.03,SET-0549,0.00,unknown_other
PAY-0550,INV-0550,19213.00,INR,2026-08-23,CAPTURED,576.39,0.03,SET-0550,0.00,gateway_fee
PAY-0551,INV-0551,19350.00,INR,2026-08-24,CAPTURED,0.00,0.03,SET-0551,4837.50,refund
PAY-0552,INV-0552,19487.00,INR,2026-08-25,CAPTURED,584.61,0.03,SET-0552,0.00,timing_difference
PAY-0553,INV-0553,19624.00,INR,2026-08-26,CAPTURED,588.72,0.03,SET-0553,588.72,ambiguous
PAY-0554,INV-0554,19761.00,INR,2026-08-27,CAPTURED,0.00,0.03,SET-0554,0.00,unknown_other
PAY-0555,INV-0555,19898.00,INR,2026-08-28,CAPTURED,596.94,0.03,SET-0555,0.00,gateway_fee
PAY-0556,INV-0556,1035.00,INR,2026-08-29,CAPTURED,0.00,0.03,SET-0556,258.75,refund
PAY-0557,INV-0557,1172.00,INR,2026-08-30,CAPTURED,35.16,0.03,SET-0557,0.00,timing_difference
PAY-0558,INV-0558,1309.00,INR,2026-08-31,CAPTURED,39.27,0.03,SET-0558,39.27,ambiguous
PAY-0559,INV-0559,1446.00,INR,2026-08-01,CAPTURED,0.00,0.03,SET-0559,0.00,unknown_other
PAY-0560,INV-0560,1583.00,INR,2026-08-02,CAPTURED,47.49,0.03,SET-0560,0.00,gateway_fee
PAY-0561,INV-0561,1720.00,INR,2026-08-03,CAPTURED,0.00,0.03,SET-0561,430.00,refund
PAY-0562,INV-0562,1857.00,INR,2026-08-04,CAPTURED,55.71,0.03,SET-0562,0.00,timing_difference
PAY-0563,INV-0563,1994.00,INR,2026-08-05,CAPTURED,59.82,0.03,SET-0563,59.82,ambiguous
PAY-0564,INV-0564,2131.00,INR,2026-08-06,CAPTURED,0.00,0.03,SET-0564,0.00,unknown_other
PAY-0565,INV-0565,2268.00,INR,2026-08-07,CAPTURED,68.04,0.03,SET-0565,0.00,gateway_fee
PAY-0566,INV-0566,2405.00,INR,2026-08-08,CAPTURED,0.00,0.03,SET-0566,601.25,refund
PAY-0567,INV-0567,2542.00,INR,2026-08-09,CAPTURED,76.26,0.03,SET-0567,0.00,timing_difference
PAY-0568,INV-0568,2679.00,INR,2026-08-10,CAPTURED,80.37,0.03,SET-0568,80.37,ambiguous
PAY-0569,INV-0569,2816.00,INR,2026-08-11,CAPTURED,0.00,0.03,SET-0569,0.00,unknown_other
PAY-0570,INV-0570,2953.00,INR,2026-08-12,CAPTURED,88.59,0.03,SET-0570,0.00,gateway_fee
PAY-0571,INV-0571,3090.00,INR,2026-08-13,CAPTURED,0.00,0.03,SET-0571,772.50,refund
PAY-0572,INV-0572,3227.00,INR,2026-08-14,CAPTURED,96.81,0.03,SET-0572,0.00,timing_difference
PAY-0573,INV-0573,3364.00,INR,2026-08-15,CAPTURED,100.92,0.03,SET-0573,100.92,ambiguous
PAY-0574,INV-0574,3501.00,INR,2026-08-16,CAPTURED,0.00,0.03,SET-0574,0.00,unknown_other
PAY-0575,INV-0575,3638.00,INR,2026-08-17,CAPTURED,109.14,0.03,SET-0575,0.00,gateway_fee
PAY-0576,INV-0576,3775.00,INR,2026-08-18,CAPTURED,0.00,0.03,SET-0576,943.75,refund
PAY-0577,INV-0577,3912.00,INR,2026-08-19,CAPTURED,117.36,0.03,SET-0577,0.00,timing_difference
PAY-0578,INV-0578,4049.00,INR,2026-08-20,CAPTURED,121.47,0.03,SET-0578,121.47,ambiguous
PAY-0579,INV-0579,4186.00,INR,2026-08-21,CAPTURED,0.00,0.03,SET-0579,0.00,unknown_other
PAY-0580,INV-0580,4323.00,INR,2026-08-22,CAPTURED,129.69,0.03,SET-0580,0.00,gateway_fee
PAY-0581,INV-0581,4460.00,INR,2026-08-23,CAPTURED,0.00,0.03,SET-0581,1115.00,refund
PAY-0582,INV-0582,4597.00,INR,2026-08-24,CAPTURED,137.91,0.03,SET-0582,0.00,timing_difference
PAY-0583,INV-0583,4734.00,INR,2026-08-25,CAPTURED,142.02,0.03,SET-0583,142.02,ambiguous
PAY-0584,INV-0584,4871.00,INR,2026-08-26,CAPTURED,0.00,0.03,SET-0584,0.00,unknown_other
PAY-0585,INV-0585,5008.00,INR,2026-08-27,CAPTURED,150.24,0.03,SET-0585,0.00,gateway_fee
PAY-0586,INV-0586,5145.00,INR,2026-08-28,CAPTURED,0.00,0.03,SET-0586,1286.25,refund
PAY-0587,INV-0587,5282.00,INR,2026-08-29,CAPTURED,158.46,0.03,SET-0587,0.00,timing_difference
PAY-0588,INV-0588,5419.00,INR,2026-08-30,CAPTURED,162.57,0.03,SET-0588,162.57,ambiguous
PAY-0589,INV-0589,5556.00,INR,2026-08-31,CAPTURED,0.00,0.03,SET-0589,0.00,unknown_other
PAY-0590,INV-0590,5693.00,INR,2026-08-01,CAPTURED,170.79,0.03,SET-0590,0.00,gateway_fee
PAY-0591,INV-0591,5830.00,INR,2026-08-02,CAPTURED,0.00,0.03,SET-0591,1457.50,refund
PAY-0592,INV-0592,5967.00,INR,2026-08-03,CAPTURED,179.01,0.03,SET-0592,0.00,timing_difference
PAY-0593,INV-0593,6104.00,INR,2026-08-04,CAPTURED,183.12,0.03,SET-0593,183.12,ambiguous
PAY-0594,INV-0594,6241.00,INR,2026-08-05,CAPTURED,0.00,0.03,SET-0594,0.00,unknown_other
PAY-0595,INV-0595,6378.00,INR,2026-08-06,CAPTURED,191.34,0.03,SET-0595,0.00,gateway_fee
PAY-0596,INV-0596,6515.00,INR,2026-08-07,CAPTURED,0.00,0.03,SET-0596,1628.75,refund
PAY-0597,INV-0597,6652.00,INR,2026-08-08,CAPTURED,199.56,0.03,SET-0597,0.00,timing_difference
PAY-0598,INV-0598,6789.00,INR,2026-08-09,CAPTURED,203.67,0.03,SET-0598,203.67,ambiguous
PAY-0599,INV-0599,6926.00,INR,2026-08-10,CAPTURED,0.00,0.03,SET-0599,0.00,unknown_other
PAY-0600,INV-0600,7063.00,INR,2026-08-11,CAPTURED,211.89,0.03,SET-0600,0.00,gateway_fee
